RecID,FirstName,MiddleName,LastName,Address,City,State,ZIP,POBox,POCityStateZip,SSN,DOB
A995764,MARIA,,NCORDOVA,2164 BEATTY WY,ROSEVILE,CA,95747,,,193402281,
A995765,BRADY,T,MARES,12814 OAK ST APT H,WHITTIER,CA,90602,PO BOX 13,"WHITTIER, CA 90608",24406775,
A995766,CORINA,W,CLACK,7900 IROQIUOIS CT,ANTELOPE,CA,95843,,,,
A995767,JERMEY,L,S,1101 PRALTA ST,OAKLAND,CA,94607,,,99715919,
A995768,KEITH,A,DEAN,1025 DOUCETTE ST,EBEAUMONT,TX,77701,,,82254534,19-Mar-31
A995769,JEFFREY,,LOOR,9895 SOCORRO R,EL PASO,TX,79927,,,152658776,
A995770,EDIE,E,PARRILLA,714 CANTON AVE,WILLS POINT,TX,75169,,,108432016,
A995771,MICHAEL,LEN,BUCHANAN,3224 RIDGEVIEW DR,EL DORADO HILLS,CA,95762,,,118310226,
A995772,FERDINAND,R,GONZALES,25622 LANE ST,LOMA LINDA,CA,92354,,,12595137,
A995773,LUIS,P,BEDORE,7364 YTOOMA ST # 184,SAN DIEGO,CA,92139,PO BOX 45236,"SAN DIEGO, CAJ 92145",,1928
A995774,MICHAEL,S,SIDDIQUI,15279 CARRETERA DR,WHFITTIER,CA,90605,CALL BOX 13,"WHITTIER, CA 90608",197328405,1/29/48
A995775,JEFF,L,DESHAZER,1613 SW 28TH ST,CPE CORAL,FL,33914,APARTADO 150706,"CAPE CORAL, FL 33915",120900972,1937
A995776,DARIN,B,NERIS,2816 COTTONWOOD RD,HARRISON,AR,72601,,,66884639,
A995777,JEANNIE,,SORIA,3337 W FLORIDA AVE,HEMET,CA,92545,,,16288860,30-Nov-06
A995778,KENNETH,L,SALAZAR,2431 WATERS EDGE WAY,SMACRAMENTO,CA,95833,,,307518428,
A995779,MARCUS,R,BENIETZ,7325 MCARTHUR ST,HITCHCOCK,TX,77563,PO BOX 165,"HITCHCOCK, TEXAS 77563",,19540214
A995780,PAULINE,D,DIAZ,1403 MCGEE LAKE CT,RICHMOND,TX,77469,,,180164146,
A995781,CECILIA,B,MILLER,13315 PIERCE ST,PACOIMA,CA,91331,,,153067862,
A995782,YOLANDA,R,BEAZA,3062R BRYAN COURT # B,PLACERVILLE,CA,95667,,,91868599,
A995783,NANCY,B,THIELEN,8938 SEBEC CIR,SAN ANTONIO,TX,78250,APTDO 690362,"SAN ANTONIO, TX 78269",179377007,1962
A995784,EDGAR,B,VER,22315 BLUE LUPINE CIR,GRAND TERRACE,CA,92313,,,149177125,6/17/20
A995785,JAMIE,R,MULCHAY,11930 GRANITE WOODS LOOPS,VENICE,FL,34292,,,40668046,
A995786,REBECCA,,PARVEEN,3687 MARSH PARK CT,JACKSONVILLE BEACH,FL,32250,,,194678893,1908
A995787,MANDY,R,AVILA,512THYNNE ST,MONTEBELLO,CA,90640,,,100891105,
A995788,TY,A,CHANG-LEUNG,1227 ANSLEY LN,MENTONE,CA,92359,,,,
A995789,LORETTA,,GARZON,170 DAKOTA AVNUE,GROVELAND,FL,34736,POST OFFICE BOX 46I2,GROVELAND FL 34736,121191692,
A995790,G,,FONTE,227 BONNELL DR,SAN ANTONO,TX,78223,,,104704628,8-Nov-21
A995791,HARRY,P,W,1812 FLOWER DRV,PALM BACH GARDENS,FL,33410,,,,
A995792,B,T,BBOLLINGER,5801 PRESTON OAKS RD APT 16Z23,DALLAS,TX,75254,,,,
A995793,JUAN,,ROXDRIGUEZ,7021 ECHO LAKE CT,ARLINGTON,TX,76001,,,112436649,
A995794,NGOV,E,BARONE,3509 SOLOMON DR,KILLEEN,TX,76542,,,136670741,
A995795,JAN,,NIVAR,4203 CONOCHO ST,DALLLAS,TX,75206,PO BOX 810892,"DALLAS, TX 75381",144982973,1911
A995796,CORINA,A,DAMICO,40D13 SW 25TH CT,CAPE CORAL,FL,33914,,,10323818,1910
A995797,DAVID,J,CHERLING,3002 W CEVELAND STREET UNIT E2,TAMPA,FL,33609,,,166249940,
A995798,MARCELA,B,AGUILAR,1025 WESTERLY PZL,WICHITA FALLS,TX,76309,,,94412510,1/1/00
A995799,J,M,THOMPSON,2031 WAVERLY GLEND DR,KATY,TX,77450,,,36714283,1980
A995800,ABRAN,G,ROACHO,3O201 SHOMA DRIVE,ROYAL PALM BEACH,FL,33414,,,116993514,12/26/67
A995801,MANUEL,L,SCHULZE,13606 SIGLER ST,RIVERVIEW,FL,33579,,,,1902
A995802,DIANNA,,ROMAN,140 CHESTERFIELD DR,KINGSLAND,TX,78639,PO BOX 1624,"KINGSLAND, TX 78639",116369937,5/16/28
A995803,JULIO,,COLLINS,2518 DELAWARE STRT,HUNTINGTON BEACH,CA,92648,,,45143398,
A995804,CARMEN,G,PINEAD,138 N BERENDO ST # 138,LOS ANGELES,CA,90004,,,145203551,
A995805,JOE,O,MIFTARI,12112 SAINT ANDREWS PL APT 204,MIRAMAR,FL,33025,,,106566099,
A995806,ZENIA,L,SABIDO,3350 AUBURN BOUL SC 50,SACRAMENTO,CA,95821,,,114978025,
A995807,ADRIAN,M,EDWARDS,11749 CUXHAM DR,ORLANDO,FL,32837,PO BOX 720506,"ORLANDO,FL 32872",110455046,
A995808,KEVIN,M,SMITH,9437 HAWTHORNE AVE,RIVERSIDE,CA,92503,OST BOX 52661,"RIVERSIDE, CA 92517",105754261,
A995809,VICIKE,D,WORELY,101 BRINY AVE APT 2811,POMPANO BEACH,FL,33062,,,156198667,
A995810,,,LOPEZ,1896 RICHARD ST,POMONA,CA,91766,P BOX 1843,"POMONA, CA 91769",,
A995811,MARILYN,E,RUSHING,525 W 64TH PL,INGLEWOOD,CA,90302,PO BOX 1607,"INGLEWOOD, CALIF. 90308",157022729,
A995812,ANGELA,,G,3412 CLINTON ST,GARDEN GRTOVE,CA,92843,,,85760585,1968
A995813,GINO,X,VILLATORO,3607 S OLIVE AVE,WEST PALM BEACH,FL,33405,,,89782172,
A995814,JEFFREY,A,MANZANO,3830V BROOKHAVEN DR,CORPUS CHRISTI,TX,78410,PO BOX 181210,"CORPUS CHRISTI, TX 78480",,
A995815,JOHN,,B,2362 KEATS LIN,SAN RAMON,CA,94582,,,101258622,19340205
A995816,OSBALDO,,D,2104 WINSLOW CT,MODESTO,CA,95355,,,195673800,
A995817,LUIS,N,POWELL,26200 FRAMPTON AVE SPC 48,HPARBOR CITY,CA,90710,,,88431784,1/11/65
A995818,LUIS,L,HAZELY,1778 HIDDEN TRAILS LN,RIVERSIDE,CA,92503,,,39082131,1923
A995819,MARIA,M,CASILLAS,2208 CLEMDATISE,BRADENTON,FL,34209,,,109070822,
A995820,J,R,HUMBARD,19091 E COUNTRY HOLLOW LANE,ORANGE,CA,92869,,,77984825,
A995821,CARLTNO,J,WATSO,1551 ROYO RANCHERO DR,YUBA CITY,CA,95993,,,42386526,
A995822,GERALDINE,E,TALTON,921 MONTE DIABLO AVE,SAN MATEO,CA,94401,,,,
A995823,SEDA,Q,GARCIA,12576 SEAON CIRCLE,FRISCO,TX,75034,,,180369588,
A995824,PATIENCE,L,WOOD,1225 N PARISH PL,BURBANK,CA,91506,,,10511851,1979
A995825,DEVON,B,JOHNSON,29623 AVENIDA DE REAL,SUN CIT,CA,92586,BUON 107,"SUN CITFY, CALIF. 92586",31168554,29-Mar-47
A995826,JORGE,,FLOYD,9717 HERNDON RD,LITTLE ROCK,AR,72204,,,191427874,
A995827,MARY,S,CONCAS,2950 LANTERN DR,SOUTH DAYTONA,FL,32119,,,138260895,19720310
A995828,SHELLEY,S,CANNADY,4065 VIA DE LA PAZ,OCEANSIDE,CA,92057,,,,
A995829,BRANDY,M,PHILLIPS,4820 SK 32ND ST,FORT SMITH,AR,72903,,,215351899,
A995830,LORENZO,L,ZUNIGA,746 MOOSE CREEK WAY,GALT,CA,95632,,,,
A995831,MARIA,L,JOSPEH,168 FRANKLIN AVE,LOS ANGELES,CA,90027,,,165194529,
A995832,ORSA,,R,4608 0TH STREET,LA MESA,CA,91941,,,187980642,
A995833,MARK,,LVARADO,7131 WOODLAND OAKS,MAGNOLIA,TX,77354,,,137524957,
A995834,ROGER,ERNEST,MITCHELL,2000 N 31ST RD,HOLLYWOOD,FL,33021,,,79013664,11/28/70
A995835,JACOBO,D,PEERZ,404 1/2 E LINCOLN ST,CARSON,CA,90745,,,,
A995836,JULIA,J,HEWITT,2517 SAM HOUSTON DR,GARLAND,TX,75044,,,40430028,
A995837,SCOTT,R,FERNAN,1625 BASSETT DRIV,LAKELAND,FL,33810,,,153661051,1972
A995838,CELSO,JACOB,SANTTOS,504 HAPSBURG ST,JACKSONVILLE,AR,72076,,,79494953,
A995839,CARLA,A,SHET,26906 FLO LN # 458,CANYON COUNTRY,CA,91351,,,107435520,
A995840,DAVID,ALAN,NIERHAKE,1490 CR 260A,GAINESVILE,TX,76240,,,400394094,19010117
A995841,N,L,DANIELS,10119 COSTA DEL SOL BLVD,DORAL,FL,33178,,,25050931,
A995842,LORENA,H,ARDIZONE,27235 ICY WILLOW LN,CANYON COUNTRY,CA,91387,,,,1/1/77
A995843,CHARLES,K,MARTIN,4275 LITTLEWORTH WAYG,SAN JOSE,CA,95135,BUZON 640M083,"SAN JOSE, CA 95164",195831124,19061118
A995844,,,SCUDDER,1J5224 ROPER AVE,NORWALK,CA,90650,,,,19440813
A995845,JAY,J,BELTRAN,3225 CRANE AVE,ESCONDIDO,CA,92027,PO BOX 1133,"ESCONDIDO, CA 92033",,1922
A995846,CORKY,,STPIERRE,253 NE 211TH TER,NORTH MIAMI,FL,3179,,,159583801,
A995847,JAMES,T,JACKSON,8793 MOOMBEAM AVENUR,PANORAMA CITY,CA,91402,,,,1-May-62
A995848,MARCUS,R,KUTZNER,728 E CORSICANA ST APT 448,THENS,TX,75751,PO BOX 644,"ATHENS, TX 75751",,
A995849,BRENDA,,VILLANUEVA,7506 FOSSIL GARDEN DRIV,ARLINGZTON,TX,76002,,,127705442,1/27/28
A995850,MARIA,,ESPARZA,189 PRIVATE ROAD 3439,CLARKSVILLE,AR,72830,,,112535562,
A995851,LYNN,,SAMULDE,7515 NW 44TH STREET APT 103,LAUDERHILL,FL,33319,,,,22-Dec-29
A995852,JOANNA,S,KSIER,2488 CALLE GLADIOLO,THOUSAND OAKS,CA,91360,,,65184484,
A995853,WILLIAM,S,PLACIDO,2 SUMMER BREEZE,IRVINE,CA,92603,,,45151478,
A995854,DOBBIN,G,GONZALEZ,1831 EXETER ST,IRVING,TX,75062,PO BOX 154972,"IRVING, TEXS 75015",,
A995855,KIMBERLY,G,HUMZMEL,1727 POPANO DR,KISSIMMEE,FL,34759,PO BX 421136,"KKISSIMMEE, FL 34742",74246248,
A995856,Z,R,BENNETT,2658 TRAFALGAR CRCLE,CONCORD,CA,94520,,,,
A995857,JAMES,,VARGAS,2513 RATTIKIN ROAD,FORT WORTH,TX,76105,,,108576215,
A995858,T,D,YBARRA,8622 TANBARK DR,SAN ANTONIO,TX,78240,,,,
A995859,L,,FERNANDES,7353 CHIMNEY PINES DR,PENSACOLA,FL,32526,,,100049987,1923
A995860,DAVID,A,LUCERO,3033 REDQWOOD DR,APTOS,CA,95003,,,42774066,
A995861,AMBER,,HERNANDEZ,14911 SW 80TH ST APT 219,MIAMI,FL,33193,,,912952631,1/20/21
A995862,ALFRED,M,KULIG,272 OBERMZEYER AV,GRIDLEY,CA,95948,APTDO 108,"GRIDLPEY, CALIFORNIA 95948",,1927
A995863,KRISTAL,S,BOGLIN,6520 LANTANA RD,LITTLE ROCK,AR,72209,,,188416678,
A995864,KIMBERLY,,MARTINEZ,1505 W RSECREST WY,SANTA ANA,CA,92704,,,110302300,
A995865,RICHARD,M,PORTER,2042 DARLIN CIR,ORLANDO,FL,32820,,,,
A995866,NICOLE,,FALTER,5051 EL DON DR APT 301,ROCKLIN,CA,95677,,,46661381,1941
A995867,ENRIQUE,K,EITTREI,12314 LEEKS CT,ORLANDO,FL,32837,,,58386379,10/13/68
A995868,,,AYALA,37050 MEADOWBROOK COMMON APT 304,FREMMONT,CA,94536,PO BOX 670,"FREMONIT, CA 94537",,1975
A995869,JOSELITO,J,GREENE,3631 ASH GLEN DR,SPRING,TX,77388,,,152870257,1931
A995870,SHAWNA,M,LALIHC,11208 HERMES ST,NOWALK,CA,90650,BUZON 1396,"ORWALK, CA 90651",9232836,
A995871,LORETTA,J,GOZNALEZ,445 EL CORONADO AVE,BUCHANOAN DAM,TX,78609,,,26325511,1963
A995872,CARL,Y,MARROTTE,1308 E 56TH STRT,ODESSA,TX,79762,,,20067040,
A995873,ANASTASIA,J,MESHACK,283 SW BRIGHTON WAY,PALM CITYU,FL,34990,,,175061114,4/26/31
A995874,ELIZABETH,T,FERGUSON,100 LINCOLN RD # 814,MIAMI BEACH,FL,33139,,,160643179,
A995875,ENRIQUE,M,GRBUB,6737 FRIARS RD # V178,SAN DIEGO,CA,92108,,,,
A995876,MARIAH,K,ROSTRON,1206 SEDNA LN,NORCO,CA,92860,BUZON 352,"NORCO, CA 92860",141387796,
A995877,BALVINDER,R,DEGANTE,6210 LEAN AVE,SAN JOSE,CA,95123,POST OFFICE BOX 640083,"SAN JOSE, CALIFORNIA 95164",152297131,1952
A995878,SPENCER,E,PIERRE,2510 NW 159TH TER,OPA LOCKA,FL,33054,,,,12/29/42
A995879,M,,COOPER,1918 PRUCEWOOD WAY,PORT ORANGE,FL,32128,BUZON 1162,"PORT ORANGE, FLA 32129",99321623,10/25/60
A995880,A,,ORDONIO,356 KITETAIL ST,SIMI VALLEYL,CA,93065,PO BOX 1375,"SIMI VALLEY,T CALIF. 93062",6235156,
A995881,LESLIE,A,LIGGATT,917 MVEDINA AVE,CORAL GABLES,FL,33134,PO BOX 140462,"CORAL GABLES, FL 33114",182455285,
A995882,TOMMY,A,CHEEK,"8101 31ST AVE N,",ST PETERSBURG,FL,33710,PO BOX 41812,"ST PETERSBURG, FL 33743",,1943
A995883,J,,GALVAN,7610 ALCOVE AVE,NORTH HOLLYWOOD,CA,91605,,,171486840,
A995884,NORMAN,,M,1416 KEMNER PRK,ROBINSON,TX,76706,,,54233783,
A995885,DANIELLE,,LANGE,49 BB ST,LAKELAND,FL,33815,POST 2728,"LAKELAND, FL 33806",55207204,4/16/72
A995886,LOGAN,R,PAREDES,3980 NW 176TH STREET,MIAMI GARDENS,FL,33055,PO BOX 502035,"MIAMI GARDENS, FL 33055",,
A995887,JIMMY,,SILVERIO,9187 LEDGER LN,TALLAHASSEE,FL,32305,,,56353372,
A995888,JANICE,K,BOLTE,1412 HANCOCK RD,CROSSETT,AR,71635,,,13457370,
A995889,CORAL,T,TYLER,28437 MIRABOELLE LN,SANTA CLARITA,CA,91350,PO BOLX 803332,"SANTA LARITA, CA 91380",94931241,
A995890,JENNIFER,R,SANDBLOM,2141 SW 89TH CT,MIAMI,FL,33165,,,192109869,
A995891,ELSA,M,GRIFFIN,1740 LINDAUER RD,FORREST CITYL,AR,72335,APTDO 267,"FORREST CITY, ARK. 72336",80663137,8/10/11
A995892,LAURINDA,,STOKES,2613 S 16TH STRT,FORT SMITH,AR,72901,BUZON 10404,"FORT SMITH, AR 72917",118076737,
A995893,JEFFERY,M,STJAN,864 MEADOW AVE,YUBA CIDTY,CA,95991,,,416049329,
A995894,JOSEPH,A,BARNES,1020 HILL ST,VIDOR,TX,77662,,,39620590,
A995895,MICHELLE,G,LUND,14210 ARCH ST,LITTLE ROCK,AR,72206,PO BOX 165891,"LITTCLE ROCK, ARK 72216",12372975,
A995896,Y,J,SNOWDNE,3400 RICHMOND PKWY APT 3505,RICHMOND,CA,94806,,,82593807,
A995897,ELNORA,R,CHILES,2588 KEVIN OAD,SAN PABLO,CA,94806,,,52170288,19320513
A995898,LAKESHA,,THOMAS,577 RR 26,EDINBURG,TX,78541,PO BOX 2505,"EDIBURG, TEXAS 78540",,
A995899,MARION,P,CRAWFORD,2374 SW FREMAN STRT,PORT SAINT LUCIE,FL,34953,,,99450846,
A995900,GINA,Z,LEE,1348 S MOONSONE ST,ANAHEIM,CA,92804,,,157454658,
A995901,JULIO,G,CORERA,5724 THOMAS NELSON DRIVW,TYLER,TX,75707,,,31117140,
A995902,REGINA,Y,SANTIAOG,3847 WOODTRUSH DR,KISSIMMEE,FL,34744,PO BOX 21136,"KISSIMMEE, FLA. 34742",76203475,
A995903,LILLIAM,C,REYES,1162 CLARK ST,ENGLEWOOD,FL,34224,,,140997047,
A995904,CARLOS,E,CRIBSB,108 BRIGS STRT,BEAUMONT,TX,77707,PO BOX 761,"BEAUMONT, TX 77704",9539829,
A995905,LAURA,A,LAVENDER-MOODY,1206 CHOQUETTE DR,AUSTIN,TX,78757,,,42894554,
A995906,KRYSTAL,,OONCE,142 BIG SKY DRIV,WESLEY CHAPEL,FL,33543,,,53438514,1988
A995907,S,,GONZALEZ,1912 GEORGETOWN DR,DENTON,TX,76201,,,119092532,
A995908,JOSE,HANS,FJERESTAD,628 PEPERWOOD DRV,BREA,CA,92821,,,81606798,7/20/32
A995909,DIANA,N,BAKGER,1049 W NEWURY ST,CIRUS SPRINGS,FL,34434,,,27548851,
A995910,MIRIAM,D,W,808 HIBISCUS AVE,LEHIGH ACRES,FL,33972,,,157309809,
A995911,M,L,WILLIAMS,215 S KENMORE AVE APT 2,LOS RANGELES,CA,90004,PO BOX 881605,"LOS ANGELES, CA 90009",,
A995912,ZENAIDA,L,FLOYD,"1822 STELLA CT N,",LAKEAND,FL,33813,BOX 2728,"LAKELAND, FLORIWDA 33806",2119540,1944
A995913,KAYLINE,L,HUDSNO,2222 COS STRT,LIBRTY,TX,77575,,,142141209,
A995914,MINNIE,J,BOSSARD,3303 BROADMOOR DR,BKRYAN,TX,77802,,,166299483,
A995915,CHRISTEE,O,RADFORD,406 WEST OAKMONT DRV,MONTEBELLO,CA,90640,PO BOX 1741,"MONTEBELLO, CA 90640",148456913,
A995916,CHRISTINE,L,F,10902 MEADOWGLEN LANE,HOUSTON,TX,77042,,,114489107,
A995917,JASON,ALBERTO,GARCIA,1175 98TH ST APT 1L,BAY HARBOR ISLANDS,FL,33154,,,78210923,
A995918,GARLAND,,HAAKENSON,3922 ROSEMEAD BLVD,PICO RIVERA,CA,90660,,,79525793,
A995919,ADVID,,FORSYTH,112 N A ST,HARLINGEN,TX,78550,,,108401286,
A995920,ANDRE,A,WYNN,31502 KINGSTON VILLAGE DRV,SPRING,TX,77386,APTGDO 11351,"SPRING, TX 77391",,
A995921,BARBARA,,DELGADO,2115 MITZI LN,JONESBORO,AR,72401,,,7545528,1961
A995922,BERNEL,L,FINK,1630 EMBASSY DR APT 210,WEST PALM BEACH,FL,33401,PKOST OFFICE BOX 19053,"WEST PALM EACH, FL 33416",44147243,
A995923,O,A,SPENCER,2007 RON DR,AMARILLO,TX,79107,,,,
A995924,MARIA,G,MANDIOLA,1121 MOFFETT RD,MODESTO,CA,95351,,,,1944
A995925,PABLO,P,SADLIVAR,389 NE 9TH ST,MIAMI SHORES,FL,33138,,,189832776,
A995926,,,MARTNIEZ-RUIZ,11029 VANESSA AVENIDA,EGLEWOOD,FL,34224,,,24770844,
A995927,LORETTA,,CHAMPAEI,3737 ESMERALDA AVNUE,EL MONTE,CA,91731,,,130393820,
A995928,UJAN,T,EDGERSON,915 S 17TH ST,ROGERS,AR,72758,BUZON 158,"ROGERS, ARKANSAS 72757",,
A995929,JO,,LORES,6833 NOBLETON DR,WINDERMERE,FL,34786,,,,
A995930,DEBORAH,A,LYNCH,3492 SKYLINE DRIV,GREENWOOD,FL,32443,,,121819932,
A995931,T,,MAY,4164COWELL RD,CONCORD,CA,94518,,,34460206,
A995932,ALICE,R,CLARK,6917 WIND ROW DRIVE,MC KINNEY,TX,75070,,,134540801,
A995933,BLANCA,A,DUES,547X75 SHEFFIELD RD,CALLAHAN,FL,32011,,,1753098,24-Jan-50
A995934,ANASTASIA,E,CAMPBELL,2803 SW 37TH TER,CAPE CORAL,FL,33914,,,41275381,19390304
A995935,DANA,J,CARO,3230 SEAWARD DR,POMPANO BEACH,FL,33062,,,74981905,
A995936,JSEUS,G,SANCHEZ,29 HERMOSA AVE,MILLBRAE,CA,94030,,,,
A995937,L,,MITCHELL,12500 MOON RD,BROOKSVILLE,FL,34613,,,77625355,
A995938,MARIA,,MEZA,337 CAMAZRILLO ST APT D,PLACENTIA,CA,92870,,,172139490,4/27/03
A995939,MICHELINE,,CASTILLO,27646H MORNINGSTAR LN,SAN JUAN CAPISTRANO,CA,92675,CALLER 74,"SAN JUAN CAPISTRANO, CA 92693",176079260,
A995940,PAUL,R,BENITEZ,1062 MIST CLIFF DR,DICKINSON,TX,77539,,,95111278,
A995941,MARY,W,PERRY,1656 NORTHEAST 28TH CT,POMPANO BEACH,FL,33064,POST OFFICE BOX 10872,"JPOMPANO BEACH, FLA. 33061",91308363,
A995942,ACRLOS,,TORRES,5218 DENAUD CT,JACKSONVILLE,FL,32205,,,105060815,1980
A995943,JOHANNES,M,ANDERSACK,1298 ELECTRIC AV APT F107,SPRINGDALE,AR,72764,,,197946414,1925
A995944,RAMON,B,TILGHMAN,5872 RED FOXK DRIV,WINTER HAVEN,FL,33884,,,190041385,
A995945,TONI,W,LYLES,2809 MCNEIL DR,CERES,CA,9307,,,175860132,
A995946,JENNIFER,M,PARNELL,253 FENWOOD CT,TALLAHASSEE,FL,32303,,,71956605,
A995947,L,L,ANDERSON,5137 JM BROWNING SHTRT,EL PASO,TX,79938,,,,
A995948,DAVDI,J,KLEINFELDT,35387 SUMAC AVE,MURRIETA,CA,92562,,,132809667,
A995949,LNODA,A,PEREZ,12408 LEMAY ST # 2,NORTH HOLLYWOOD,CA,91606,,,,7/5/14
A995950,GUILELRMO,A,MCFEELY,1404 FOREST STR,GEORGETOWN,TX,78626,,,104964886,6/25/03
A995951,JOSEPH,J,RILEY,601 LA MANCHA DR APT 1,EIDINBURG,TX,78541,PO BOX 2505,"EDINBURG, TX 78540",50087246,
A995952,AIDA,J,MCMAHON,3808 49ATH ST,SAN DIEGO,CA,92105,PO BOX 45236,"SAN DIEGO, CALIF. 92145",93332829,
A995953,SEAN,Y,LTEUNG,812 GREEN PASTURES DR,CEDAR HILL,TX,75104,,,,
A995954,JERRY,R,FERNANDEZ,222 E 41ST ST,HIALEAH,FL,33013,CALLER G126743,"HIALEAH, FLA. 33012",5835508,1965
A995955,CHRISTNIE,G,AGUIALR,2135 FREY ROADK,HOUSTON,TX,77034,,,185274846,
A995956,VIRGINIA,,VELATSCO,3306 CLINFFSIDE DR,CIBOLO,TX,78108,,,80516881,3/13/89
A995957,TIBOR,L,NOELL,4464 OPAZL LN,OCEANSIDE,CA,92056,PO BOX A3166,"OCEANSIDE, CA 92051",189690358,
A995958,BUCK,R,DIAZ,1001 COTTONWOOD DR,ROSEVILLE,CA,95661,,,35885581,1946
A995959,HELEN,,MARTIN,"47322 180TH ST W,",LANCASTER,CA,93536,APARTADO901754,"LANCASTER, CA 935D35",617965699,1962
A995960,TIFFAYN,R,PATTERSON,141 OLD ORANGE PARK RD APT 23,ORANGE PARK,FL,32073,,,812633109,
A995961,C,,DIAZ,634 WEST PARR AVENIDA UNIT 212,LOS GATOS,CA,95032,PO BOX 1624,"LOS GATOS, ZCA 95031",29083329,
A995962,SUNG,W,HANDLER,1132 WINDY LYNN AVE,RIDGECREST,CA,93555,,,,11/28/71
A995963,L,J,CAMPSO,3942 BOYCE AVE,LOS ANGELES,CA,90039,POLST OFFICE BOX 881605,"LOS ANGELES, CA 90009",55544006,28-Jan-38
A995964,HUBERT,A,MAHAN,2548 HIGHWAY 297-A,CANTONMENT,FL,32533,,,411070073,1932
A995965,AMINTA,B,FINCHUM,375 MONTCLAIR ST,CHULA VISTA,CA,91911,,,100623655,
A995966,LORI,R,DOMINGUEZ,39798 BRANDY LN,MURRIETA,CA,92563,,,,
A995967,VICTORIA,W,HORN,1410 LLOYD THAYER CIRCL,STOCKTON,CA,95206,CALLER 7644,"STOCKTON, CA 95267",118586315,
A995968,JASON,E,JOHNSON,12521 MORAB ST,KELLER,TX,76248,,,174797067,1900
A995969,FLOR,R,MANSERA,5420 SYLMAR AVE APT 113,SHERMAN OAKS,CA,91401,,,33542528,
A995970,MARIAH,B,CARLOS,9 LA SIERRA DR,POBMONA,CA,91766,PO BOX 1843,"POMONA, CALIF 91769",7270999,
A995971,F,,HOWELLS,15031 GERONIMO LOOP,SAN NTONIO,TX,78254,,,153876143,
A995972,HANAN,K,JENNINGS,"620 HIGHWAY 16 EASTM, APT E12",SILOAM SPRINGS,AR,72761,,,46517812,
A995973,LORI,M,GABRYLUK,3500 BULLOCK LN SPC 80,SAN LUIS OBISPO,CA,93401,,,8714728,3/1/87
A995974,CARL,S,JIMENEZ,1263 6TH AVE,MARCO ISLAND,FL,34145,POST 112,"MARCO ISLAND, FLA. 34146",,
A995975,RICHARD,B,HANSEN,22727 COPPER CANYON DR,ELMENDORF,TX,78112,,,45922904,
A995976,LEWIS,,JENNINGS,24N7 BAILEY RD TRLR 14,BAY POINT,CA,94565,,,18478974,
A995977,JESUS,P,TERRAZAS,3114 MONET DR,SUAR LAND,TX,77479,,,112883688,1901
A995978,NINA,T,FLORES,1812 FLOWER DR,PALM BEACH GARDENS,FL,33410,,,,1910
A995979,RAYMOND,A,FORD,1471 FVOREST LN,SAINT JOHNS,FL,32259,,,,
A995980,FAUSTION,A,ROBERTS,1233 PRIMROSE LN,DESOTO,TX,75115,,,8131942,
A995981,,,REYES,849 MADRID ST,SAN FRANCISCO,CA,94112,,,144168885,2-Feb-18
A995982,RAY,M,SAAVEDRA,7057 CAPRICE WY,RIVERSIDE,CA,92504,,,511323663,
A995983,RICHARD,A,VARELA,7750 SW 10T STR APT D,NORTH LAUDERDALE,FL,33068,,,73231576,1931
A995984,JANIS,,GORTAKOWSKI,2170 S BARDELL AV,FESNO,CA,93706,POST BDOX 5991,FRESNO CALI 93755,44168352,6/19/82
A995985,S,,MONTERROSA,1318 FISHER STP,WACO,TX,76705,APARTADO 24026,"WACO, TX 76702",157818043,
A995986,G,L,CAMPBELL,700 STALLION CIR,FAIRFIELD,CA,94533,,,,11/30/05
A995987,ROSE,M,COHEN,3102 RAMONA DR,SANTA ANA,CA,92707,,,,19780925
A995988,GEORGE,T,RAMIREZ,445 E SHERMAN ST APT B,CALEXICO,CA,92231,PO BOX 2355,"CALEXICO, CA 92232",,
A995989,AMERICA,M,MORGAN,23853 GREEN HAVEN LN,RAMONA,CA,92065,,,12474700,1918
A995990,L,,HOPKINS,9329 SW 37TH T,MIAMI,FL,33165,,,81356838,8/11/02
A995991,G,,HOLDER,802 ROYAL GEORGE LN,HOUSTOYN,TX,77047,PO BOX 280034,"HOUSTON, TX 77228",51891726,1910
A995992,CELIA,L,JERONIMO,7 BARRINGTON DR,PALM COAT,FL,32137,,,85377283,19580227
A995993,CHERYL,F,P,1320 SW 4TH ST APT 3,MIAMI,FL,33135,,,41680394,25-Sep-00
A995994,JEFFREY,M,RODRIGUEZ-KHORASANI,4041 E 57TH ST,MAYWOOD,CA,90270,,,,1931
A995995,ALEASE,M,ROOT,10015 LAKE CREEK PKWY APT 1033,AUSTIN,TX,78729,POU BOX 90335,"AUSTIN, TEXAS 78709",63432020,
A995996,LAURA,P,MENDOZA,1430 S CLARA AVE,DELAD,FL,32720,BUZO 1374,"DELAND, FL 32721",16085992,
A995997,MIGUEL,L,BILLMEIER,12602 BRAZOS BLEND TRAILS,HUMBLE,TX,77346,PO BOX 15234,"HUMBLE, TX 77347",44464481,4/21/74
A995998,LOLA,J,MILTON,515 W COCOA ST,COMPTON,CA,90220,APTO 5124,"COMPTON, CA 90224",101017219,1904
A995999,KEVIN,,MIGUEL,31895 AVENIDA EL MUNDO,CWATHEDRAL CITY,CA,92234,,,17752415,1-Sep-73
